customer_id,first_name,last_name,email,age,gender,preferred_model,preferred_model_variant,preferred_cartype,preferred_fuel_variant,purchase_type
CUST023,Manav,Das,user023@example.com,37,Male,Tata Harrier,Mid,SUV,Petrol,Existing
CUST024,John,Mehta,user024@example.com,40,Female,Tata Harrier,Top,SUV,Diesel,Existing
CUST025,Anjali,Joshi,user025@example.com,56,Female,Tata Punch,Second-Top,SUV,Petrol,New
CUST026,Anjali,Sharma,user026@example.com,32,Female,MG Hector,Second-Top,SUV,Diesel,Existing
CUST027,Rohan,Singh,user027@example.com,50,Male,Honda City,Second-Top,Sedan,Petrol,Existing
CUST028,Sara,Kumar,user028@example.com,70,Female,Hyundai Creta,Base,SUV,Petrol,Existing
CUST029,Nikita,Singh,user029@example.com,46,Female,Tata Curvv,Second-Top,Coupe,Petrol,Existing
CUST030,Priya,Mehta,user030@example.com,39,Male,Tata Curvv,Second-Top,Coupe,Petrol,Existing
CUST031,Rohan,Kumar,user031@example.com,69,Female,Tata Nexon,Second-Top,SUV,Diesel,Existing
CUST032,Rahul,Das,user032@example.com,42,Male,Tata Curvv,Top,Coupe,Petrol,New
CUST033,Anjali,Patel,user033@example.com,58,Male,Mahindra Scorpio,Top,SUV,Petrol,Existing
CUST034,Anjali,Verma,user034@example.com,68,Male,Honda City,Top,Sedan,Diesel,Existing
CUST035,Manav,Verma,user035@example.com,50,Female,Hyundai Creta,Base,SUV,Petrol,Existing
CUST036,John,Verma,user036@example.com,26,Male,Toyota Fortuner,Second-Top,SUV,Diesel,Existing
CUST037,Nikita,Kumar,user037@example.com,25,Male,Tata Harrier,Top,SUV,Diesel,New
CUST038,Sara,Nair,user038@example.com,34,Female,Tata Nexon,Mid,SUV,Electric,Existing
CUST039,Amit,Patel,user039@example.com,46,Female,Tata Nexon,Second-Top,SUV,Petrol,Existing
CUST040,John,Sharma,user040@example.com,59,Male,Mahindra XUV700,Base,SUV,Petrol,New
CUST041,Rahul,Singh,user041@example.com,49,Female,Mahindra XUV700,Top,SUV,Diesel,New
CUST042,Amit,Sharma,user042@example.com,52,Male,Tata Punch,Top,SUV,Petrol,New
CUST043,Manav,Verma,user043@example.com,67,Male,Kia Seltos,Mid,SUV,Petrol,Existing
CUST044,Manav,Kumar,user044@example.com,36,Male,Hyundai Creta,Base,SUV,Diesel,New
CUST045,Priya,Verma,user045@example.com,55,Female,Skoda Slavia,Second-Top,Sedan,Petrol,Existing
CUST046,John,Patel,user046@example.com,58,Female,Mahindra Scorpio,Base,SUV,Petrol,Existing
CUST047,Sneha,Bose,user047@example.com,69,Male,Tata Nexon,Second-Top,SUV,Electric,Existing
CUST048,Nikita,Singh,user048@example.com,62,Female,Honda City,Second-Top,Sedan,Petrol,Existing
CUST049,Nikita,Bose,user049@example.com,53,Female,Hyundai Creta,Mid,SUV,Petrol,Existing
CUST050,Sneha,Kumar,user050@example.com,26,Male,Tata Nexon,Base,SUV,Petrol,Existing
CUST051,Sneha,Patel,user051@example.com,66,Male,Tata Punch,Second-Top,SUV,CNG,Existing
CUST052,Manav,Mehta,user052@example.com,26,Female,Tata Harrier,Top,SUV,Diesel,Existing
CUST053,Manav,Patel,user053@example.com,65,Female,Tata Punch,Top,SUV,Petrol,New
CUST054,Anjali,Verma,user054@example.com,33,Male,Mahindra Scorpio,Mid,SUV,Diesel,Existing
CUST055,Nikita,Singh,user055@example.com,55,Female,Volkswagen Virtus,Base,Sedan,Petrol,New
CUST056,Anjali,Joshi,user056@example.com,35,Female,Tata Harrier,Mid,SUV,Petrol,Existing
CUST057,Rahul,Verma,user057@example.com,27,Female,Tata Curvv,Top,Coupe,Electric,Existing
CUST058,Priya,Kumar,user058@example.com,46,Female,Kia Seltos,Second-Top,SUV,Petrol,Existing
CUST059,Manav,Sharma,user059@example.com,49,Female,Volkswagen Virtus,Top,Sedan,Petrol,Existing
CUST060,Priya,Joshi,user060@example.com,43,Female,Hyundai Creta,Top,SUV,Petrol,New
CUST061,Anjali,Joshi,user061@example.com,48,Male,Mahindra Scorpio,Base,SUV,Petrol,Existing
CUST062,Amit,Singh,user062@example.com,29,Male,Skoda Slavia,Mid,Sedan,Petrol,Existing
CUST063,Priya,Das,user063@example.com,69,Female,Tata Curvv,Top,Coupe,Petrol,Existing
CUST064,John,Joshi,user064@example.com,40,Female,Mahindra XUV700,Base,SUV,Petrol,Existing
CUST065,Manav,Verma,user065@example.com,42,Male,Mahindra Scorpio,Base,SUV,Petrol,New
CUST066,Rahul,Patel,user066@example.com,49,Male,Tata Harrier,Top,SUV,Diesel,Existing
CUST067,Rohan,Nair,user067@example.com,70,Male,Tata Punch,Top,SUV,CNG,New
CUST068,Rohan,Joshi,user068@example.com,63,Male,Mahindra XUV700,Top,SUV,Diesel,Existing
CUST069,Sara,Bose,user069@example.com,60,Male,Skoda Slavia,Top,Sedan,Petrol,Existing
CUST070,Nikita,Nair,user070@example.com,56,Male,Tata Curvv,Second-Top,Coupe,Electric,New
CUST071,Anjali,Das,user071@example.com,37,Male,Tata Curvv,Base,Coupe,Electric,Existing
CUST072,John,Sharma,user072@example.com,54,Male,MG Hector,Base,SUV,Diesel,Existing
CUST073,Rohan,Verma,user073@example.com,44,Female,MG Hector,Mid,SUV,Diesel,New
CUST074,Anjali,Nair,user074@example.com,35,Female,Tata Punch,Mid,SUV,CNG,Existing
CUST075,Nikita,Kumar,user075@example.com,63,Male,MG Hector,Top,SUV,Petrol,Existing
CUST076,Rohan,Joshi,user076@example.com,60,Female,Mahindra XUV700,Mid,SUV,Diesel,New
CUST077,Sara,Singh,user077@example.com,65,Female,Tata Harrier,Base,SUV,Diesel,Existing
CUST078,Amit,Sharma,user078@example.com,47,Male,Mahindra Scorpio,Top,SUV,Petrol,Existing
CUST079,Rohan,Verma,user079@example.com,44,Male,Tata Curvv,Second-Top,Coupe,Electric,New
CUST080,Rahul,Bose,user080@example.com,64,Male,Mahindra Scorpio,Mid,SUV,Petrol,New
CUST081,John,Bose,user081@example.com,53,Male,Tata Curvv,Top,Coupe,Electric,New
CUST082,Priya,Sharma,user082@example.com,39,Male,Honda City,Top,Sedan,Diesel,New
CUST083,Sneha,Singh,user083@example.com,44,Female,Volkswagen Virtus,Mid,Sedan,Diesel,Existing
CUST084,Nikita,Singh,user084@example.com,32,Male,Kia Seltos,Second-Top,SUV,Diesel,Existing
CUST085,John,Patel,user085@example.com,45,Female,Toyota Fortuner,Mid,SUV,Diesel,Existing
CUST086,Priya,Verma,user086@example.com,43,Male,Tata Punch,Top,SUV,Petrol,Existing
CUST087,Anjali,Patel,user087@example.com,48,Female,Mahindra Scorpio,Second-Top,SUV,Diesel,Existing
CUST088,Rohan,Sharma,user088@example.com,45,Male,Tata Harrier,Top,SUV,Petrol,Existing
CUST089,Sneha,Mehta,user089@example.com,66,Male,Tata Curvv,Second-Top,Coupe,Petrol,New
CUST090,Anjali,Das,user090@example.com,61,Male,Volkswagen Virtus,Second-Top,Sedan,Diesel,Existing
CUST091,John,Singh,user091@example.com,41,Female,Kia Seltos,Mid,SUV,Petrol,Existing
CUST092,Rahul,Nair,user092@example.com,34,Male,Tata Curvv,Second-Top,Coupe,Petrol,Existing
CUST093,Manav,Singh,user093@example.com,47,Female,MG Hector,Mid,SUV,Diesel,Existing
CUST094,Amit,Nair,user094@example.com,54,Male,Toyota Fortuner,Mid,SUV,Diesel,Existing
CUST095,Manav,Patel,user095@example.com,33,Male,Tata Curvv,Top,Coupe,Petrol,New
CUST096,Rahul,Singh,user096@example.com,60,Male,Toyota Fortuner,Top,SUV,Petrol,Existing
CUST097,Priya,Sharma,user097@example.com,28,Female,Honda City,Top,Sedan,Diesel,Existing
CUST098,Sara,Patel,user098@example.com,32,Female,Mahindra XUV700,Base,SUV,Diesel,New
CUST099,Amit,Bose,user099@example.com,65,Male,Mahindra XUV700,Base,SUV,Petrol,New
CUST100,Sara,Sharma,user100@example.com,34,Male,Volkswagen Virtus,Second-Top,Sedan,Diesel,Existing
CUST101,John,Singh,user101@example.com,55,Female,Mahindra Scorpio,Mid,SUV,Petrol,Existing
CUST102,Amit,Das,user102@example.com,32,Male,Tata Punch,Base,SUV,CNG,New
CUST103,Amit,Patel,user103@example.com,45,Female,Tata Curvv,Top,Coupe,Electric,Existing
CUST104,Sneha,Mehta,user104@example.com,57,Female,Tata Curvv,Second-Top,Coupe,Petrol,Existing
CUST105,Rohan,Verma,user105@example.com,52,Female,Honda City,Base,Sedan,Petrol,New
CUST106,Manav,Patel,user106@example.com,47,Male,Tata Nexon,Top,SUV,Diesel,Existing
CUST107,Priya,Nair,user107@example.com,38,Female,Honda City,Second-Top,Sedan,Petrol,Existing
CUST108,Sara,Nair,user108@example.com,59,Female,Toyota Fortuner,Base,SUV,Petrol,Existing
CUST109,Rahul,Verma,user109@example.com,44,Female,Tata Nexon,Mid,SUV,Electric,Existing
CUST110,Manav,Joshi,user110@example.com,49,Male,MG Hector,Second-Top,SUV,Petrol,Existing
CUST111,Anjali,Nair,user111@example.com,67,Female,Skoda Slavia,Mid,Sedan,Petrol,Existing
CUST112,Sneha,Nair,user112@example.com,47,Female,Toyota Fortuner,Top,SUV,Petrol,Existing
CUST113,Sneha,Singh,user113@example.com,46,Male,Tata Harrier,Second-Top,SUV,Petrol,Existing
CUST114,Rahul,Nair,user114@example.com,62,Male,Honda City,Top,Sedan,Petrol,Existing
CUST115,Sara,Sharma,user115@example.com,58,Male,Volkswagen Virtus,Second-Top,Sedan,Petrol,Existing
CUST116,Sneha,Sharma,user116@example.com,61,Female,Mahindra Scorpio,Top,SUV,Diesel,Existing
CUST117,Sara,Patel,user117@example.com,69,Male,MG Hector,Base,SUV,Diesel,Existing
CUST118,Anjali,Das,user118@example.com,45,Male,Volkswagen Virtus,Base,Sedan,Diesel,New
CUST119,Rahul,Patel,user119@example.com,38,Male,Mahindra XUV700,Mid,SUV,Petrol,Existing
CUST120,Nikita,Patel,user120@example.com,56,Male,Mahindra Scorpio,Base,SUV,Petrol,Existing
CUST121,John,Sharma,user121@example.com,44,Female,Toyota Fortuner,Top,SUV,Diesel,Existing
CUST122,Manav,Kumar,user122@example.com,54,Male,Tata Nexon,Base,SUV,Electric,Existing
CUST123,Sneha,Das,user123@example.com,65,Male,Mahindra Scorpio,Second-Top,SUV,Petrol,New
CUST124,John,Nair,user124@example.com,39,Female,Mahindra Scorpio,Second-Top,SUV,Petrol,New
CUST125,Sara,Mehta,user125@example.com,53,Female,Volkswagen Virtus,Mid,Sedan,Petrol,New
CUST126,Rohan,Nair,user126@example.com,48,Male,Honda City,Top,Sedan,Petrol,Existing
CUST127,Nikita,Joshi,user127@example.com,25,Male,Tata Curvv,Top,Coupe,Petrol,Existing
CUST128,Sneha,Joshi,user128@example.com,25,Female,Tata Punch,Top,SUV,CNG,Existing
CUST129,Sneha,Patel,user129@example.com,67,Female,Kia Seltos,Top,SUV,Diesel,Existing
CUST130,Rohan,Sharma,user130@example.com,45,Female,Mahindra XUV700,Top,SUV,Diesel,New
CUST131,Anjali,Sharma,user131@example.com,34,Male,Volkswagen Virtus,Second-Top,Sedan,Petrol,Existing
CUST132,Anjali,Patel,user132@example.com,70,Female,Mahindra XUV700,Second-Top,SUV,Diesel,New
CUST133,Priya,Joshi,user133@example.com,62,Male,Tata Punch,Base,SUV,Electric,Existing
CUST134,Nikita,Mehta,user134@example.com,55,Male,Tata Nexon,Second-Top,SUV,Petrol,Existing
CUST135,Sneha,Patel,user135@example.com,38,Male,Tata Nexon,Base,SUV,Diesel,Existing
CUST136,Rohan,Mehta,user136@example.com,46,Male,Honda City,Top,Sedan,Diesel,Existing
CUST137,Sara,Kumar,user137@example.com,29,Male,Tata Nexon,Mid,SUV,Electric,Existing
CUST138,John,Patel,user138@example.com,65,Female,MG Hector,Base,SUV,Petrol,New
CUST139,Nikita,Sharma,user139@example.com,44,Female,MG Hector,Mid,SUV,Diesel,Existing
CUST140,Sneha,Nair,user140@example.com,64,Female,Mahindra Scorpio,Mid,SUV,Petrol,Existing
CUST141,Rohan,Kumar,user141@example.com,53,Male,Tata Punch,Base,SUV,Petrol,Existing
CUST142,Sara,Sharma,user142@example.com,62,Male,Tata Harrier,Mid,SUV,Petrol,New
CUST143,Manav,Singh,user143@example.com,34,Male,Tata Nexon,Top,SUV,Electric,Existing
CUST144,Amit,Singh,user144@example.com,51,Male,Tata Nexon,Top,SUV,Petrol,Existing
CUST145,Anjali,Kumar,user145@example.com,57,Female,Volkswagen Virtus,Mid,Sedan,Diesel,Existing
CUST146,Sneha,Das,user146@example.com,64,Male,Tata Nexon,Top,SUV,Diesel,Existing
CUST147,Priya,Joshi,user147@example.com,36,Male,Toyota Fortuner,Top,SUV,Petrol,Existing
CUST148,Sara,Kumar,user148@example.com,65,Male,Honda City,Top,Sedan,Petrol,Existing
CUST149,Manav,Verma,user149@example.com,31,Male,Tata Punch,Base,SUV,CNG,Existing
CUST150,Manav,Patel,user150@example.com,51,Male,Tata Harrier,Second-Top,SUV,Petrol,New
CUST151,Rohan,Patel,user151@example.com,39,Female,Mahindra Scorpio,Base,SUV,Petrol,Existing
CUST152,Rahul,Joshi,user152@example.com,62,Male,Hyundai Creta,Top,SUV,Diesel,New
CUST153,Priya,Bose,user153@example.com,69,Male,Tata Curvv,Base,Coupe,Petrol,Existing
CUST154,Rahul,Nair,user154@example.com,31,Male,Tata Harrier,Second-Top,SUV,Diesel,Existing
CUST155,Amit,Bose,user155@example.com,68,Male,Mahindra XUV700,Top,SUV,Petrol,New
CUST156,Manav,Joshi,user156@example.com,42,Male,Mahindra Scorpio,Mid,SUV,Diesel,Existing
CUST157,John,Joshi,user157@example.com,57,Female,Skoda Slavia,Mid,Sedan,Petrol,Existing
CUST158,Sneha,Singh,user158@example.com,64,Female,Honda City,Top,Sedan,Diesel,Existing
CUST159,Priya,Kumar,user159@example.com,69,Female,Toyota Fortuner,Base,SUV,Petrol,Existing
CUST160,John,Nair,user160@example.com,29,Female,Tata Nexon,Second-Top,SUV,Diesel,Existing
CUST161,Priya,Joshi,user161@example.com,65,Female,Kia Seltos,Mid,SUV,Diesel,New
CUST162,Sara,Kumar,user162@example.com,62,Male,Honda City,Mid,Sedan,Diesel,Existing
CUST163,Manav,Singh,user163@example.com,58,Female,Mahindra Scorpio,Top,SUV,Diesel,New
CUST164,Anjali,Kumar,user164@example.com,46,Female,Mahindra Scorpio,Mid,SUV,Diesel,Existing
CUST165,Anjali,Patel,user165@example.com,59,Female,Honda City,Base,Sedan,Diesel,Existing
CUST166,Manav,Bose,user166@example.com,53,Male,Toyota Fortuner,Mid,SUV,Petrol,New
CUST167,Rohan,Patel,user167@example.com,36,Female,Mahindra XUV700,Second-Top,SUV,Diesel,Existing
CUST168,Nikita,Das,user168@example.com,36,Male,Tata Harrier,Top,SUV,Diesel,New
CUST169,Rahul,Bose,user169@example.com,41,Male,Kia Seltos,Mid,SUV,Diesel,Existing
CUST170,Rahul,Kumar,user170@example.com,34,Female,Tata Curvv,Second-Top,Coupe,Petrol,Existing
CUST171,Rahul,Kumar,user171@example.com,30,Male,Skoda Slavia,Mid,Sedan,Petrol,Existing
CUST172,Amit,Verma,user172@example.com,37,Female,Mahindra XUV700,Mid,SUV,Petrol,Existing
CUST173,Rohan,Sharma,user173@example.com,57,Female,Tata Harrier,Top,SUV,Diesel,Existing
CUST174,Priya,Mehta,user174@example.com,35,Female,Tata Harrier,Top,SUV,Diesel,Existing
CUST175,Nikita,Kumar,user175@example.com,54,Male,Skoda Slavia,Mid,Sedan,Petrol,Existing
CUST176,Sara,Mehta,user176@example.com,66,Male,Honda City,Second-Top,Sedan,Diesel,New
CUST177,Rahul,Joshi,user177@example.com,43,Male,Tata Curvv,Top,Coupe,Electric,New
CUST178,Nikita,Bose,user178@example.com,43,Male,Volkswagen Virtus,Top,Sedan,Diesel,Existing
CUST179,John,Verma,user179@example.com,58,Female,Tata Nexon,Mid,SUV,Petrol,New
CUST180,Sneha,Joshi,user180@example.com,35,Male,Kia Seltos,Mid,SUV,Petrol,Existing
CUST181,Manav,Joshi,user181@example.com,28,Male,Toyota Fortuner,Mid,SUV,Diesel,Existing
CUST182,Sneha,Kumar,user182@example.com,50,Male,MG Hector,Base,SUV,Diesel,New
CUST183,John,Mehta,user183@example.com,52,Female,Kia Seltos,Second-Top,SUV,Diesel,Existing
CUST184,Priya,Mehta,user184@example.com,40,Female,Tata Nexon,Base,SUV,Diesel,Existing
CUST185,John,Sharma,user185@example.com,59,Male,Tata Nexon,Mid,SUV,Petrol,Existing
CUST186,John,Patel,user186@example.com,38,Male,Tata Punch,Mid,SUV,Electric,Existing
CUST187,Nikita,Bose,user187@example.com,54,Female,Tata Punch,Base,SUV,Electric,Existing
CUST188,Manav,Nair,user188@example.com,38,Male,Mahindra XUV700,Top,SUV,Diesel,Existing
CUST189,Priya,Mehta,user189@example.com,54,Male,Volkswagen Virtus,Second-Top,Sedan,Petrol,Existing
CUST190,Priya,Kumar,user190@example.com,44,Male,Mahindra XUV700,Second-Top,SUV,Petrol,New
CUST191,Priya,Mehta,user191@example.com,45,Male,Kia Seltos,Mid,SUV,Petrol,New
CUST192,Amit,Kumar,user192@example.com,50,Male,Mahindra XUV700,Base,SUV,Petrol,Existing
CUST193,Sneha,Kumar,user193@example.com,39,Male,Tata Harrier,Top,SUV,Diesel,Existing
CUST194,Priya,Sharma,user194@example.com,68,Male,Toyota Fortuner,Base,SUV,Petrol,New
CUST195,Manav,Verma,user195@example.com,59,Female,Kia Seltos,Second-Top,SUV,Diesel,Existing
CUST196,Anjali,Singh,user196@example.com,26,Male,Tata Nexon,Second-Top,SUV,Diesel,Existing
CUST197,Amit,Bose,user197@example.com,42,Male,Tata Curvv,Base,Coupe,Petrol,Existing
CUST198,Sneha,Kumar,user198@example.com,64,Male,Tata Harrier,Mid,SUV,Diesel,New
CUST199,Rohan,Verma,user199@example.com,25,Female,Tata Curvv,Top,Coupe,Electric,New
CUST200,Sara,Patel,user200@example.com,42,Male,Kia Seltos,Top,SUV,Petrol,Existing
CUST201,Sara,Singh,user201@example.com,64,Male,Tata Harrier,Top,SUV,Diesel,New
CUST202,John,Singh,user202@example.com,35,Male,MG Hector,Second-Top,SUV,Petrol,New
CUST203,Rohan,Joshi,user203@example.com,48,Female,Mahindra Scorpio,Top,SUV,Petrol,Existing
CUST204,Sara,Singh,user204@example.com,41,Male,Mahindra XUV700,Second-Top,SUV,Diesel,Existing
CUST205,John,Das,user205@example.com,63,Male,Toyota Fortuner,Mid,SUV,Diesel,Existing
CUST206,Manav,Singh,user206@example.com,65,Female,Honda City,Top,Sedan,Petrol,Existing
CUST207,Anjali,Mehta,user207@example.com,59,Male,Volkswagen Virtus,Base,Sedan,Petrol,New
CUST208,Sneha,Mehta,user208@example.com,70,Male,Honda City,Mid,Sedan,Diesel,New
CUST209,John,Nair,user209@example.com,25,Male,Mahindra XUV700,Second-Top,SUV,Diesel,New
CUST210,Manav,Bose,user210@example.com,29,Male,Kia Seltos,Second-Top,SUV,Diesel,New
CUST211,Sara,Sharma,user211@example.com,44,Male,Volkswagen Virtus,Mid,Sedan,Petrol,Existing
CUST212,Anjali,Nair,user212@example.com,63,Female,Kia Seltos,Mid,SUV,Diesel,Existing
CUST213,Sara,Sharma,user213@example.com,58,Female,Tata Curvv,Base,Coupe,Electric,New
CUST214,Sara,Bose,user214@example.com,65,Female,MG Hector,Base,SUV,Petrol,New
CUST215,Amit,Patel,user215@example.com,68,Female,Volkswagen Virtus,Top,Sedan,Petrol,Existing
CUST216,Rahul,Kumar,user216@example.com,49,Male,Tata Curvv,Base,Coupe,Electric,Existing
CUST217,Rahul,Mehta,user217@example.com,70,Male,Mahindra Scorpio,Second-Top,SUV,Petrol,New
CUST218,Manav,Kumar,user218@example.com,26,Female,Toyota Fortuner,Base,SUV,Diesel,New
CUST219,Sneha,Bose,user219@example.com,70,Female,Skoda Slavia,Second-Top,Sedan,Petrol,Existing
CUST220,Nikita,Singh,user220@example.com,35,Female,Volkswagen Virtus,Base,Sedan,Petrol,Existing
CUST221,Nikita,Singh,user221@example.com,48,Male,Toyota Fortuner,Top,SUV,Diesel,Existing
CUST222,Nikita,Kumar,user222@example.com,54,Male,Tata Punch,Second-Top,SUV,Electric,Existing
CUST223,Rohan,Kumar,user223@example.com,64,Female,Skoda Slavia,Base,Sedan,Petrol,New
CUST224,John,Mehta,user224@example.com,57,Female,Tata Punch,Second-Top,SUV,Petrol,Existing
CUST225,Priya,Sharma,user225@example.com,59,Male,Mahindra Scorpio,Base,SUV,Petrol,Existing
CUST226,Priya,Mehta,user226@example.com,68,Male,Skoda Slavia,Top,Sedan,Petrol,New
CUST227,John,Bose,user227@example.com,67,Female,Mahindra Scorpio,Top,SUV,Diesel,Existing
CUST228,John,Sharma,user228@example.com,43,Female,Tata Curvv,Mid,Coupe,Electric,New
CUST229,Priya,Bose,user229@example.com,65,Male,Mahindra XUV700,Base,SUV,Petrol,Existing
CUST230,Manav,Verma,user230@example.com,51,Female,Honda City,Top,Sedan,Petrol,Existing
CUST231,Sneha,Patel,user231@example.com,47,Male,Honda City,Mid,Sedan,Diesel,Existing
CUST232,Rohan,Bose,user232@example.com,44,Female,Hyundai Creta,Top,SUV,Petrol,Existing
CUST233,Priya,Kumar,user233@example.com,67,Male,Tata Harrier,Mid,SUV,Petrol,Existing
CUST234,Priya,Sharma,user234@example.com,27,Female,Tata Harrier,Base,SUV,Petrol,New
CUST235,Manav,Verma,user235@example.com,67,Male,Tata Punch,Top,SUV,CNG,Existing
CUST236,Sara,Das,user236@example.com,31,Female,Kia Seltos,Mid,SUV,Diesel,New
CUST237,Nikita,Sharma,user237@example.com,43,Male,Tata Harrier,Second-Top,SUV,Petrol,Existing
CUST238,Rahul,Kumar,user238@example.com,68,Female,MG Hector,Mid,SUV,Diesel,Existing
CUST239,Nikita,Joshi,user239@example.com,67,Male,Hyundai Creta,Second-Top,SUV,Diesel,New
CUST240,Manav,Verma,user240@example.com,44,Female,Honda City,Mid,Sedan,Petrol,Existing
CUST241,Sneha,Kumar,user241@example.com,54,Female,Mahindra Scorpio,Top,SUV,Petrol,Existing
CUST242,Rohan,Nair,user242@example.com,57,Female,Honda City,Mid,Sedan,Diesel,New
CUST243,Manav,Nair,user243@example.com,31,Female,Kia Seltos,Base,SUV,Diesel,Existing
CUST244,Anjali,Sharma,user244@example.com,57,Female,Mahindra XUV700,Top,SUV,Petrol,Existing
CUST245,Sara,Verma,user245@example.com,46,Female,Toyota Fortuner,Second-Top,SUV,Petrol,New
CUST246,Rohan,Kumar,user246@example.com,49,Female,Mahindra Scorpio,Top,SUV,Petrol,Existing
CUST247,Anjali,Kumar,user247@example.com,29,Male,Kia Seltos,Base,SUV,Diesel,Existing
CUST248,Anjali,Das,user248@example.com,64,Male,Tata Curvv,Top,Coupe,Electric,New
CUST249,Nikita,Mehta,user249@example.com,30,Male,Tata Nexon,Top,SUV,Petrol,Existing
CUST250,Rohan,Mehta,user250@example.com,37,Male,Mahindra XUV700,Top,SUV,Petrol,Existing
CUST251,Amit,Patel,user251@example.com,63,Female,Hyundai Creta,Mid,SUV,Petrol,Existing
CUST252,Rohan,Nair,user252@example.com,49,Female,Tata Harrier,Top,SUV,Petrol,Existing
CUST253,Priya,Sharma,user253@example.com,30,Female,Honda City,Second-Top,Sedan,Diesel,New
CUST254,Rahul,Patel,user254@example.com,46,Female,Skoda Slavia,Second-Top,Sedan,Petrol,Existing
CUST255,John,Patel,user255@example.com,51,Female,Skoda Slavia,Second-Top,Sedan,Petrol,Existing
CUST256,Sneha,Joshi,user256@example.com,32,Female,MG Hector,Top,SUV,Diesel,Existing
CUST257,Sara,Sharma,user257@example.com,33,Female,MG Hector,Base,SUV,Petrol,New
CUST258,Sneha,Singh,user258@example.com,63,Male,Tata Harrier,Mid,SUV,Diesel,New
CUST259,John,Mehta,user259@example.com,41,Male,Mahindra Scorpio,Mid,SUV,Petrol,Existing
CUST260,John,Sharma,user260@example.com,25,Female,Mahindra XUV700,Base,SUV,Diesel,New
CUST261,Nikita,Verma,user261@example.com,64,Male,Tata Punch,Base,SUV,CNG,Existing
CUST262,John,Sharma,user262@example.com,41,Male,MG Hector,Top,SUV,Diesel,New
CUST263,Nikita,Kumar,user263@example.com,44,Female,Tata Curvv,Base,Coupe,Electric,New
CUST264,Amit,Sharma,user264@example.com,31,Female,Tata Curvv,Top,Coupe,Electric,Existing
CUST265,Manav,Kumar,user265@example.com,43,Male,Tata Harrier,Top,SUV,Petrol,Existing
CUST266,Sneha,Verma,user266@example.com,43,Female,Tata Curvv,Second-Top,Coupe,Petrol,Existing
CUST267,Sneha,Patel,user267@example.com,32,Female,Mahindra XUV700,Mid,SUV,Petrol,New
CUST268,Sara,Verma,user268@example.com,46,Female,Tata Curvv,Mid,Coupe,Petrol,Existing
CUST269,Anjali,Singh,user269@example.com,39,Male,Mahindra Scorpio,Top,SUV,Diesel,Existing
CUST270,Rahul,Singh,user270@example.com,52,Male,MG Hector,Mid,SUV,Diesel,New
CUST271,Nikita,Patel,user271@example.com,33,Male,MG Hector,Second-Top,SUV,Diesel,New
CUST272,Sneha,Joshi,user272@example.com,56,Male,MG Hector,Base,SUV,Petrol,New
